product_name,product_name_es,energy-kcal_100g,proteins_100g,carbohydrates_100g,fat_100g,fiber_100g,nova_group,nutrition_grades,food_groups_tags
mantequilla,Esparcible (mantequilla),310,0,0,35,,,unknown,[]
MOZZARELLA CILIEGINE,MOZZARELLA CILIEGINE,276.666666666667,17,0.8,23,0,3,c,"['en:milk-and-dairy-products', 'en:cheese']"
,Sprite,20,0,4.9,0,,,unknown,[]
Saltin Noel Integral,Saltin Noel Integral,446,10,73,14,6.1,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Mostaza,Mostaza,66.6666666666667,0,20,0,0,4,c,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
,,596.666666666667,21.3333333333333,21.6666666666667,50,12.6666666666667,,unknown,[]
Avena en hojuelas,,90,3,16,2,3,,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Chocoramo brownie arequipe,,257,6.7,37,13,3.6,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Hatsu tea,,50,0,13,0,,,unknown,[]
Mayonesa reducida en grasa y calorías,Mayonesa reducida en grasa y calorías,207,0,6.7,20,0,,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Crema De Leche,Crema De Leche,306.666666666667,2.66666666666667,0,31.3333333333333,0,,d,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Yogurt Griego Natural,Yogurt Griego Natural,72,6.46666666666667,5.66666666666667,2.6,0,4,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Bebida Láctea de Proteína,Bebida Láctea de Proteína,62.8,6.4,6,1.48,0,4,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Original,Original,513.513513513514,2.7027027027027,,32.4324324324324,5.40540540540541,4,d,"['en:cereals-and-potatoes', 'en:potatoes']"
Quatro,Quatro,30,0,7.5,0,,,d,"['en:beverages', 'en:sweetened-beverages']"
Galleta Avena & Granola,Galleta Avena & Granola,460,5.26315789473684,55.2631578947368,15.7894736842105,2.63157894736842,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Instacrem,Instacrem,11,0,1.3,0.6,0,4,a,[]
Rosquitas con Chia y Quinua,Rosquitas con Chia y Quinua,410,12,82.5,5,2.5,3,c,[]
Te blanco Granada y Mora Azul,,0,10,0.4,0.5,0,,unknown,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
Bretaña,,0,0,0,0,,,unknown,[]
Hiel Granola Semillas Ancestrales,Hiel Granola Semillas Ancestrales,400,6.66666666666667,83.3333333333333,5,10,,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Mantequilla,,571.42857142857,0,0,28.571428571429,0,,e,"['en:fats-and-sauces', 'en:fats']"
arroz flor huila integral,arroz flor huila integral,,,,,,,unknown,[]
Coca-Cola Sin Azúcar,,0.41666666666667,0,0,0,,,unknown,"['en:beverages', 'en:sweetened-beverages']"
Margarina La Buena Cremosa,Margarina La Buena Cremosa,,,,,,2,unknown,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Vita Latti Yogurt Descremado Melocotón,Vita Latti Yogurt Descremado Melocotón,30,3,4,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Miel de abejas  apis mellifera,,320,,80,,,2,unknown,"['en:sugary-snacks', 'en:sweets']"
Bon yurt  chokogozzo,,136.842105263158,2.80701754385965,19.8830409356725,5.08771929824561,0,,unknown,[]
Pan de sagú,Pan de Sagú,255,9.8,40,6.8,2.6,,c,"['en:cereals-and-potatoes', 'en:bread']"
Carlo Forte conservas de pescado en salsa de tomate,Carlo Forte conservas de pescado en salsa de tomate,73,15,2.1,0.7,1,,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Tarrito Rojo,,360,,90,,,,unknown,[]
,,,,,,,,unknown,[]
Queso parmesano,,450,32.7777777777778,0.555555555555556,35,0,,e,"['en:milk-and-dairy-products', 'en:cheese']"
Slight Leche descremada,Slight Leche descremada,33.5,3.5,4.85,0,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Queso Pera Snack,,300,19.7368421052632,1.05263157894737,24.2105263157895,,,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
Coca Cola Zero,,,,,,,,unknown,"['en:beverages', 'en:artificially-sweetened-beverages']"
Crema De Leche,,306.666666666667,2.66666666666667,3.33333333333333,31.3333333333333,0,,unknown,[]
,,,,,,,,unknown,[]
Yagur,Yagur,76,2.3,12,2.1,,,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
griego x 160,griego x 160,98.75,6.25,5.1875,5.875,0,,unknown,[]
,,66,7,9.6,0.2,,,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Platónicos limonudos,Platónicos limonudos,,1.7,70,21,2,4,unknown,[]
,,292,11,54,3.9,2.7,3,a,"['en:cereals-and-potatoes', 'en:bread']"
leche entera,Leche Pasteurizada Entera,61.5,3.3,4.75,3.25,0,,unknown,[]
,Vinagre Balsámico,58,0,14,0,,2,not-applicable,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Papas onduladas De Tomate,Papas onduladas De Tomate,504,5.2,60,28,5.2,,unknown,[]
mantequilla,,,,,,,2,unknown,"['en:fats-and-sauces', 'en:fats']"
agua,,,,,,,,unknown,[]
Salsa barbecue,Salsa barbecue,160,,,,,4,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
mezcla para pancakes,mezcla para pancakes,197,5.5,44,0.7,3.6,4,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Tostadas de Arroz con Quinia,,375,8.33333333333333,83.3333333333333,0,8.33333333333333,,b,[]
Smart Bites,Smart Bites,350,10,80,0,0,,not-applicable,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Rama Multiusos Esparcible,Rama Multiusos Esparcible,321.428571428571,0,0,35.7142857142857,0,4,d,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Mezcla crunchy,Nuthos Mezcla Crunchy,533.333333333333,16.6666666666667,50,30,10,1,d,"['en:salty-snacks', 'en:nuts']"
White Crown Soda,,,,,,,,unknown,"['en:beverages', 'en:sweetened-beverages']"
Leche deslactosada,,46.5,3.1,5,1.6,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Pan Tajado Integral,,265.217391304348,10.4347826086957,52.1739130434783,2.60869565217391,4.34782608695652,4,c,"['en:cereals-and-potatoes', 'en:bread']"
Pan Integral con Pasas,,308,9.8,59,5,6.1,,c,"['en:cereals-and-potatoes', 'en:bread']"
7702322872320,,7.90000009536743,1.5,0.5,,,,unknown,[]
arepas de maiz extra delgadas,arepas de maiz extra delgadas,145,2.8,35,0.3,4.8,3,a,"['en:cereals-and-potatoes', 'en:bread']"
omega 3-6-9,,,,,,,,unknown,[]
avena,,341.666666666667,12.0833333333333,66.6666666666667,6.25,14.1666666666667,1,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
REFRESCANTE BUCAL,,,,,,,,unknown,[]
Avena En Hojuelas,Avena En Hojuelas,372.727272727273,12.7272727272727,68.1818181818182,7.27272727272727,8.18181818181818,,a,"['en:cereals-and-potatoes', 'en:cereals']"
Chile,,128,8.7,15,4.5,3.3,,b,[]
Jugo mango y fresa,,31.9148936170213,,7.97872340425532,,,,unknown,[]
miel de abeja,,,,,,,,unknown,[]
Hatsu water,,0,,,,,,unknown,[]
Café en polvo,,,,,,,,unknown,[]
Arepa sonsoneñe,,129.807692307692,2.88461538461538,31.7307692307692,0.576923076923077,4.80769230769231,,unknown,[]
bubu,,,,,,,,unknown,[]
Desodorante,,,,,,,,unknown,[]
Greek Yogurt,,66,13.3333333333333,3.13333333333333,0,,,unknown,[]
Colágeno Hidrolizado,Colágeno Hidrolizado,360,90,,0,,,unknown,[]
Chocolate & Nuts Bar,,588,11.2,48,39.2,2.4,,unknown,[]
"Fusil, w/o Gluten",,351,7.2,82,0,3.2,1,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Seletti Yogurt Griego,Seletti Yogurt Griego,81.875,5.625,6.25,3.8125,0,3,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
vitamina c,,,,,,,,unknown,[]
Granola Crunchy Frutos Rojos,Granola Crunchy Frutos Rojos,370,11.6666666666667,66.6666666666667,7,13.3333333333333,,unknown,[]
aceite,,,,,,,,unknown,[]
Conserva De Pescado,Conserva De Pescado,73,15,2.1,0.7,1,,unknown,[]
,,,,,,,,unknown,[]
natural feeling,,,,,,,,unknown,[]
Mogolla Tricereal Miel,Mogolla Tricereal Miel,292,10,58,3.7,6.6,,unknown,[]
Queso Crema,,213.333333333333,2.66666666666667,9.33333333333333,18.6666666666667,,,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
batido verde,,,,,,,,unknown,[]
Crema De leche,Crema De leche,246.666666666667,1.33333333333333,6.66666666666667,24,0,,unknown,[]
lyne,lyne,40,3.6,5.8,0.3,0.6,4,unknown,"['en:sugary-snacks', 'en:chocolate-products']"
protector solar,,,,,,,,unknown,[]
MILO,,,,,,,,unknown,[]
,,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
,,,,,,,,unknown,[]
Okaloka,,,,,,,,unknown,[]
Tostaditas,,410,13.3333333333333,73.3333333333333,7.66666666666667,2.33333333333333,,unknown,[]
"Mixto de Yuca morada, batata y arracacha","Mixto de Yuca morada, batata y arracacha",494,3,60,27,0,3,c,[]
Pancakes & Waffles,Pancakes & Waffles,133,5.2,23,2.9,3.5,4,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Vinagreta Ligera,,146.666666666667,0,3,15,,,unknown,[]
Semillas De Chía,Semillas De Chía,420,22,39.3333333333333,26.6666666666667,33.3333333333333,,a,[]
ASAHWAGANDHA,,,,,,,,unknown,[]
Isdin protector solar,,,,,,,,unknown,[]
Chokis Choco Base,Chokis Choco Base,496,6.6,63.8,25.5,2.77021276595745,4,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
,,,,,,,,not-applicable,[]
,,,,,,,,unknown,[]
Leche Deslactosada Zymil,,45,3.1,4.8,1.5,0,,unknown,[]
Crackers Sesame,,440,10,72,14,8,4,c,[]
Nuthos Maní Crocante,Nuthos Maní Crocante,530,18,43.3333333333333,33.3333333333333,8,3,c,"['en:salty-snacks', 'en:nuts']"
,,,,,,,,unknown,[]
Salchicha pechuga de pollo,Salchicha pechuga de pollo,128,17,,6.4,0,4,b,"['en:fish-meat-eggs', 'en:processed-meat']"
,,204,43,44,24,4.9,4,d,[]
Chorizo Santarrosano 500g,Chorizo Santarrosano 500g,219,18,29,15,0,,e,[]
Yogurt Griego Entero,Yogurt Griego Entero,99.3333333333333,6.4,5.2,5.86666666666667,,1,b,[]
sedal,,,,,,,,unknown,[]
little angels,,,,,,,,unknown,[]
,,828,,,92,,2,unknown,"['en:fats-and-sauces', 'en:fats']"
,,,,,,,,unknown,[]
"Yogurt Griego Entero, Sin Dulce",,94,6.4,5.1,5.6,1.2,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
,,,,,,,,unknown,"['en:beverages', 'en:artificially-sweetened-beverages']"
,,,,,,,,unknown,[]
Croissant,,405,10,52,18,2.4,,unknown,[]
,,,,,,,,unknown,[]
Special K Finesse,,379,7.1,85,2,3.9,,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Parmessan Chese,,366,33,0,26,,,d,"['en:milk-and-dairy-products', 'en:cheese']"
Proteina De Banano,,62.8,6.4,6,1.48,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Yogourt griego entero parfait con dulce de frutos amarillos,Yogourt griego entero parfait con dulce de frutos amarillos,315,11.5,,0,4.4,,d,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
tratamiento intensivo plex,,,,,,,,unknown,[]
Masmelo JP,,385.714285714286,3.92857142857143,92.8571428571429,0,,,unknown,[]
Suero Rehidratante,,,,,,,,unknown,[]
peina facil,,,,,,,,unknown,[]
,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Pistachio Cream,,620,6,44.5,46.5,1.5,,unknown,[]
Vanilla Almond Milk,,33,0.5,6.3,0.6,0,,unknown,[]
Queso crema,Queso crema,170,3.3,5.4,15,,4,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
Leche Sabor Original,Leche Sabor Original,48.5,3.35,4.65,1.85,0,,unknown,[]
Bebida De Almendras Sin Azúcar Añadido,Bebida De Almendras Sin Azúcar Añadido,22.0833333333333,1,1.125,1.5,0,,unknown,[]
Queso Siete Cueros,Queso Siete Cueros,286.666666666667,18,3.3,23,0,,unknown,[]
Yogurt Griego,Yogurt Griego,99,6.4,5.2,5.9,,,unknown,[]
Naturals desodorante,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Jamón sanduche,Jamón sanduche,48,5.5,3.3,1.4,0.3,3,e,"['en:fish-meat-eggs', 'en:processed-meat']"
mayonesa,Salsa Con Sabor A Mayonesa,138,0,7.9,12,1,,unknown,[]
Quinua,Quinua,370,11,73,5.1,6.2,,unknown,[]
Huile d’olive,Aceite de oliva,,,,,,2,unknown,"['en:fats-and-sauces', 'en:fats']"
Frijoles Antioqueños,Frijoles Antioqueños,57,3.9,13,0,5.2,,unknown,[]
Tortillas De Harina Sabor A Finas Hierbas,Tortillas De Harina Sabor A Finas Hierbas,320,8.7,56,7.5,3.3,4,unknown,[]
Coca-Cola Zero lata,Coca-Cola Zero lata,0,0,0,0,0,,unknown,[]
Avena Toning,,370.833333333333,12.9166666666667,66.6666666666667,7.08333333333333,8.33333333333333,,unknown,[]
Jamon Serrano,,175,33,0,4.8,0,,unknown,[]
Dinamita Doritos,,,,,,,,unknown,[]
gomitas con Nanos,,354,2.5,86,0,,,unknown,"['en:sugary-snacks', 'en:sweets']"
Bizcocho de achira especial,Bizcocho de achira especial,120,2,,,,3,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
,,,,,,,,unknown,[]
fresh factor arandanos,,,,,,,,unknown,[]
TOALLITAS HÚMEDAS,,,,,,,,unknown,[]
mantequilla clarificada ghee,,,,,,,2,unknown,"['en:fats-and-sauces', 'en:fats']"
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Manitoba Maní Sabor Limón Pimienta,Manitoba Maní Sabor Limón Pimienta,594,27,23,44,9.7,3,c,"['en:salty-snacks', 'en:nuts']"
Jamón De Pechuga De Pollo,Jamón De Pechuga De Pollo,90.4761904761905,19.047619047619,2.38095238095238,0.476190476190476,0,,unknown,[]
,,,,,,,,unknown,[]
Avena en Hojuelas Original,Avena en Hojuelas Original,409.090909090909,13.6363636363636,72.7272727272727,9.09090909090909,13.6363636363636,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Atún en Agua,Atún en Agua,115.384615384615,25,0,0.961538461538462,0,3,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Leche Deslactosada Alpina,Leche Deslactosada Alpina,46.25,2.91666666666667,5,1.66666666666667,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Taeq Crema de Maní,Taeq Crema de Maní,633.333333333333,23.3333333333333,20,53.3333333333333,6.66666666666667,4,c,"['en:cereals-and-potatoes', 'en:legumes']"
Jamón De Pollo,Jamón De Pollo,114,17,10,1,0.8,4,a,"['en:fish-meat-eggs', 'en:meat', 'en:poultry']"
Doria Spaghetti Tamaño Familiar,Doria Spaghetti Tamaño Familiar,362.5,13.75,73.75,0,5,4,a,"['en:cereals-and-potatoes', 'en:cereals']"
Finesse Queso Mozarella,Finesse Queso Mozarella,262.5,25,0,18.125,,3,c,"['en:milk-and-dairy-products', 'en:cheese']"
Pan Artesano,Pan Artesano,278,11,56,1.6,2.2,4,c,"['en:cereals-and-potatoes', 'en:bread']"
Zenú Salchichas Viena,Zenú Salchichas Viena,138,14,5.6,7,1,4,unknown,"['en:fish-meat-eggs', 'en:processed-meat']"
Canola Life,Canola Life,500,0,0,60,0,4,c,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Hojuelas de Avena Fit-Graan,Hojuelas de Avena Fit-Graan,409.090909090909,13.6363636363636,68.1818181818182,9.09090909090909,13.6363636363636,1,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Papas Lima - Limón,Papas Lima - Limón,500,6.2,59,27,2.6,,unknown,"['en:salty-snacks', 'en:appetizers']"
Yox con Defensis Melocotón,Yox con Defensis Melocotón,82,2.9,13,2,0,4,e,"['en:beverages', 'en:sweetened-beverages']"
Cremosino,Cremosino,266.666666666667,6.66666666666667,0,26.6666666666667,0,4,d,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Tortillinas 100% Integrales,Tortillinas 100% Integrales,290.322580645161,9.67741935483871,41.9354838709677,8.06451612903226,16.1290322580645,4,d,[]
Heil Galletas integrales con avena y chips sabor a chocolate,Heil Galletas integrales con avena y chips sabor a chocolate,476.923076923077,8.07692307692308,65.3846153846154,21.5384615384615,5.76923076923077,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Multi Granola,Multi Granola,383.333333333333,6.66666666666667,76.6666666666667,6.66666666666667,6.66666666666667,1,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Carve,Carve,340,50,34,1,32,1,a,[]
H2OH! Lima Limón,H2OH! Lima Limón,0,0,0,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Mayonesa Fruco,Mayonesa Fruco,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Quinoa Club,Quinoa Club,400,9.33333333333333,80,5.33333333333333,4.66666666666667,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Tosh Galletas Yogurt y Fresas,Tosh Galletas Yogurt y Fresas,483.870967741935,8.06451612903226,68.5483870967742,18.1451612903226,4.03225806451613,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Chocoramo,Chocoramo 5 unidades,446.15384615385,6.1538461538462,52.307692307692,23.076923076923,2,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Suero Pasteurizado,Suero Pasteurizado,244,4,8,20,0,,e,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Coconut Milk,Coconut Milk,183.333333333333,1.66666666666667,5,16.6666666666667,0,4,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
Hatsu Blanco,Hatsu Blanco,12.5,0,3,0,,4,d,"['en:beverages', 'en:sweetened-beverages']"
La Muñeca Spaghetti Tamaño Familiar,La Muñeca Spaghetti Tamaño Familiar,337.5,12.5,76.25,0,3.75,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Esparcible Vegetal,Esparcible Vegetal,,,,,,,unknown,[]
Bimboletes,Bimboletes,36.3963963963964,0.666666666666667,5.22522522522523,1.4954954954955,0.27027027027027,,unknown,[]
Yogurt Semidescremado sin dulce,Fit Style Yogurt Sin Azucar,97,7,7.8,4.2,0,,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Avena instantánea sabor Vainilla,,0.393939393939394,9.09090909090909,72.7272727272727,6.06060606060606,9.09090909090909,,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
gelatina,gelatina,44,11,0,0,0,,unknown,[]
Organic Matcha Tea Powder,Organic Matcha Tea Powder,186.666666666667,0,46.6666666666667,0,46.6666666666667,,unknown,"['en:beverages', 'en:unsweetened-beverages']"
Maíz Blanco,Maíz Blanco,354,7,80,1.4,5,1,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Gatorade Mandarina,Gatorade Mandarina,25,0,6.25,0,,,d,"['en:beverages', 'en:artificially-sweetened-beverages']"
Esparcible con Sal,Esparcible con Sal,571.428571428571,0,0,64.2857142857143,0,4,d,"['en:fats-and-sauces', 'en:fats']"
Doritos,Doritos,500,8.82352941176471,61.7647058823529,26.4705882352941,5.88235294117647,4,e,"['en:salty-snacks', 'en:appetizers']"
Yogo yogo,Yogo yogo,59,1.7,9.9,1.4,0,,d,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Mayonesa Fruco,Mayonesa Fruco,,,,,,4,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Mayonesa Fruco | 480 g,Mayonesa Fruco | 480 g,300,0,6.66666666666667,30,0,4,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Saltín Noel,Saltín Noel,375,8.33333333333333,70.8333333333333,8.33333333333333,0,4,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Haz de Oros con Polvo para Hornear con Leudante,Haz de Oros con Polvo para Hornear con Leudante,333.333333333333,13.3333333333333,73.3333333333333,0,3.33333333333333,1,b,"['en:cereals-and-potatoes', 'en:cereals']"
Saltin noel Tradicional,,433.333333333333,10,80,6.66666666666667,3.33333333333333,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Powerade Mountain Blast,Powerade Mountain Blast,19.5,0,4.9,0,,,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Bretaña,,0,0,0,0,,,unknown,[]
Panela Orgánica,Panela Orgánica,366.666666666667,0.666666666666667,93.3333333333333,0,0,2,e,"['en:sugary-snacks', 'en:sweets']"
,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:bread']"
Arepa Antioqueña Con Sal,Arepa Antioqueña Con Sal,176,3.3,43.2,1,3.2,3,c,"['en:cereals-and-potatoes', 'en:bread']"
Dark amargo,,496,6.45,50.59,36.46,,,e,"['en:sugary-snacks', 'en:chocolate-products']"
Mora,,80,0,42,0,,,unknown,[]
Mortadela,Mortadela,210.526315789474,13.1578947368421,0,15.7894736842105,0,,e,"['en:fish-meat-eggs', 'en:processed-meat']"
,,,,,,,,unknown,[]
Leche de Soya Integral Sabor Vainilla,Leche de Soya Integral Sabor Vainilla,400,39.3939393939394,45.4545454545455,7.57575757575758,3.03030303030303,4,a,"['en:cereals-and-potatoes', 'en:legumes']"
Pastas La Nieve,Pastas La Nieve,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Tosh Mix Nueces y Semillas,Tosh Mix Nueces y Semillas,575.757575757576,30.3030303030303,21.2121212121212,45.4545454545455,9.09090909090909,,a,"['en:salty-snacks', 'en:nuts']"
La Fina Mesa Con Sal,La Fina Mesa Con Sal,,,,,,4,unknown,[]
Sal Marina Nutresal,Sal Marina Nutresal,,,,,,,not-applicable,[]
Chokis Clásica,Chokis Clásica,,2.9,,13,,4,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Mermelada de Piña,Mermelada de Piña,200,0,53.3333333333333,0,0,4,d,"['en:sugary-snacks', 'en:sweets']"
barra de granola yogurt griego,barra de granola yogurt griego,488.8884,8.88888888888889,66.6666666666667,22.2222222222222,8.88888888888889,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Brisa con Gas,Brisa con Gas,0,0,0,0,,,b,"['en:beverages', 'en:unsweetened-beverages']"
Tosh Chocolate,Tosh Chocolate,416.666666666667,4.16666666666667,70.8333333333333,12.5,4.16666666666667,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Mozzarella dé Bufala,Mozzarella dé Bufala,306.666666666667,13.3333333333333,3,27,0,3,a,"['en:milk-and-dairy-products', 'en:cheese']"
CREMA PARA UNTAR CHOCOLATE AVELLANAS,,,,,,,,unknown,[]
Mantequilla Sin Sal,Mantequilla Sin Sal,800,0,6.66666666666667,86.6666666666667,0,2,e,"['en:fats-and-sauces', 'en:fats']"
agua mineral con gas,agua mineral con gas,0,0,0,0,0,1,a,"['en:beverages', 'en:waters-and-flavored-waters']"
Tostadas de Arroz Integral Inflado,Tostadas de Arroz Integral Inflado,3263.88888888889,76.3888888888889,701.388888888889,27.7777777777777,20.8333333333333,,unknown,[]
Kola roman,,36,1,8.3,0,0,,unknown,[]
Galleta Cracker con Oliva y Oregano,Galleta Cracker con Oliva y Oregano,417,11.1,68.1,10.4,3.2,4,e,"['en:salty-snacks', 'en:appetizers']"
Bebidas almendras,,47,1,7.8,1.6,1.4,,d,"['en:beverages', 'en:plant-based-milk-substitutes']"
Salsa De Tomate,Salsa De Tomate,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
,,,,,,,,unknown,[]
syrup,syrup,380,0,94,0,,4,unknown,[]
